"u:0","u:1","u:2","Points:0","Points:1","Points:2"
0.00043719,0.00065436,0,0.00528,0.022436,0
0.00047036,0.00072383,0,0.00576,0.022755,0
0.00050179,0.00079609,0,0.00624,0.023075,0
0.00053133,0.00087136,0,0.00672,0.023394,0
0.00055882,0.00094986,0,0.0072,0.023714,0
0.00058411,0.0010318,0,0.00768,0.024034,0
0.00060705,0.0011174,0,0.00816,0.024353,0
0.00062749,0.0012068,0,0.00864,0.024673,0
0.00064528,0.0013003,0,0.00912,0.024992,0
0.00066027,0.001398,0,0.0096,0.025312,0
0.00067233,0.0015,0,0.01008,0.025632,0
0.00068132,0.0016066,0,0.01056,0.025951,0
0.00068711,0.0017178,0,0.01104,0.026271,0
0.00068957,0.0018339,0,0.01152,0.02659,0
0.00068859,0.0019549,0,0.012,0.02691,0
0.00068404,0.0020809,0,0.01248,0.02723,0
0.00067582,0.0022121,0,0.01296,0.027549,0
0.00066384,0.0023486,0,0.01344,0.027869,0
0.000648,0.0024904,0,0.01392,0.028188,0
0.00062822,0.0026377,0,0.0144,0.028508,0
0.00060441,0.0027905,0,0.01488,0.028828,0
0.00057652,0.0029489,0,0.01536,0.029147,0
0.00054447,0.003113,0,0.01584,0.029467,0
0.00050821,0.0032828,0,0.01632,0.029786,0
0.0004677,0.0034585,0,0.0168,0.030106,0
0.00042287,0.00364,0,0.01728,0.030426,0
0.0003737,0.0038274,0,0.01776,0.030745,0
0.00032015,0.0040209,0,0.01824,0.031065,0
0.00026219,0.0042203,0,0.01872,0.031384,0
0.00019979,0.0044259,0,0.0192,0.031704,0
0.00013292,0.0046376,0,0.01968,0.032024,0
6.158e-05,0.0048555,0,0.02016,0.032343,0
-1.4265e-05,0.0050796,0,0.02064,0.032663,0
-9.4629e-05,0.00531,0,0.02112,0.032982,0
-0.00017953,0.0055468,0,0.0216,0.033302,0
-0.00026897,0.00579,0,0.02208,0.033622,0
-0.00036299,0.0060396,0,0.02256,0.033941,0
-0.00046158,0.0062958,0,0.02304,0.034261,0
-0.00056477,0.0065585,0,0.02352,0.03458,0
-0.00067257,0.0068278,0,0.024,0.0349,0
-0.00078499,0.0071038,0,0.02448,0.03522,0
-0.00090206,0.0073865,0,0.02496,0.035539,0
-0.0010238,0.007676,0,0.02544,0.035859,0
-0.0011502,0.0079723,0,0.02592,0.036178,0
-0.0012813,0.0082754,0,0.0264,0.036498,0
-0.0014172,0.0085855,0,0.02688,0.036818,0
-0.0015578,0.0089026,0,0.02736,0.037137,0
-0.0017032,0.0092267,0,0.02784,0.037457,0
-0.0018533,0.0095579,0,0.02832,0.037776,0
-0.0020083,0.0098962,0,0.0288,0.038096,0
-0.0021682,0.010242,0,0.02928,0.038416,0
-0.002333,0.010595,0,0.02976,0.038735,0
-0.0025027,0.010955,0,0.03024,0.039055,0
-0.0026773,0.011322,0,0.03072,0.039374,0
-0.002857,0.011697,0,0.0312,0.039694,0
-0.0030417,0.012079,0,0.03168,0.040014,0
-0.0032314,0.012469,0,0.03216,0.040333,0
-0.0034262,0.012866,0,0.03264,0.040653,0
-0.0036262,0.013271,0,0.03312,0.040972,0
-0.0038313,0.013683,0,0.0336,0.041292,0
-0.0040416,0.014103,0,0.03408,0.041612,0
-0.0042571,0.014531,0,0.03456,0.041931,0
-0.0044779,0.014967,0,0.03504,0.042251,0
-0.0047039,0.01541,0,0.03552,0.04257,0
-0.0049352,0.015861,0,0.036,0.04289,0
-0.0051719,0.01632,0,0.03648,0.04321,0
-0.0054138,0.016787,0,0.03696,0.043529,0
-0.005661,0.017262,0,0.03744,0.043849,0
-0.0059134,0.017745,0,0.03792,0.044168,0
-0.0061712,0.018235,0,0.0384,0.044488,0
-0.006434,0.018734,0,0.03888,0.044808,0
-0.006702,0.01924,0,0.03936,0.045127,0
-0.006975,0.019755,0,0.03984,0.045447,0
-0.0072528,0.020277,0,0.04032,0.045766,0
-0.0075354,0.020807,0,0.0408,0.046086,0
-0.0078223,0.021345,0,0.04128,0.046406,0
-0.0081134,0.021891,0,0.04176,0.046725,0
-0.0084084,0.022443,0,0.04224,0.047045,0
-0.0087069,0.023003,0,0.04272,0.047364,0
-0.0090085,0.02357,0,0.0432,0.047684,0
-0.0093128,0.024143,0,0.04368,0.048004,0
-0.0096195,0.024722,0,0.04416,0.048323,0
-0.0099283,0.025307,0,0.04464,0.048643,0
-0.010239,0.025896,0,0.04512,0.048962,0
-0.010552,0.026489,0,0.0456,0.049282,0
-0.010867,0.027086,0,0.04608,0.049602,0
-0.011184,0.027687,0,0.04656,0.049921,0
-0.011505,0.028292,0,0.04704,0.050241,0
-0.01183,0.0289,0,0.04752,0.05056,0
-0.012159,0.029511,0,0.048,0.05088,0
0,0,0,0,0.01936,0
4.1911e-05,5.5039e-05,0,0.00048,0.019677,0
8.3573e-05,0.00010993,0,0.00096,0.019994,0
0.00012486,0.00016498,0,0.00144,0.02031,0
0.00016563,0.00022049,0,0.00192,0.020627,0
0.00020575,0.00027676,0,0.0024,0.020944,0
0.00024508,0.00033409,0,0.00288,0.021261,0
0.00028348,0.00039275,0,0.00336,0.021578,0
0.00032081,0.00045302,0,0.00384,0.021894,0
0.00035692,0.00051517,0,0.00432,0.022211,0
0.00039165,0.00057945,0,0.0048,0.022528,0
0.00042486,0.00064613,0,0.00528,0.022845,0
0.0004564,0.00071544,0,0.00576,0.023162,0
0.00048611,0.00078762,0,0.00624,0.023478,0
0.00051384,0.0008629,0,0.00672,0.023795,0
0.00053943,0.00094149,0,0.0072,0.024112,0
0.00056273,0.0010236,0,0.00768,0.024429,0
0.0005836,0.0011095,0,0.00816,0.024746,0
0.00060188,0.0011992,0,0.00864,0.025062,0
0.00061742,0.0012931,0,0.00912,0.025379,0
0.00063009,0.0013912,0,0.0096,0.025696,0
0.00063974,0.0014938,0,0.01008,0.026013,0
0.00064624,0.0016009,0,0.01056,0.02633,0
0.00064946,0.0017127,0,0.01104,0.026646,0
0.00064929,0.0018294,0,0.01152,0.026963,0
0.0006456,0.0019511,0,0.012,0.02728,0
0.00063829,0.0020778,0,0.01248,0.027597,0
0.00062726,0.0022098,0,0.01296,0.027914,0
0.0006124,0.002347,0,0.01344,0.02823,0
0.00059364,0.0024896,0,0.01392,0.028547,0
0.0005709,0.0026376,0,0.0144,0.028864,0
0.0005441,0.0027912,0,0.01488,0.029181,0
0.00051318,0.0029503,0,0.01536,0.029498,0
0.00047808,0.0031152,0,0.01584,0.029814,0
0.00043875,0.0032857,0,0.01632,0.030131,0
0.00039514,0.0034621,0,0.0168,0.030448,0
0.00034723,0.0036443,0,0.01728,0.030765,0
0.00029496,0.0038324,0,0.01776,0.031082,0
0.00023831,0.0040265,0,0.01824,0.031398,0
0.00017726,0.0042266,0,0.01872,0.031715,0
0.00011179,0.0044328,0,0.0192,0.032032,0
4.1869e-05,0.004645,0,0.01968,0.032349,0
-3.2515e-05,0.0048635,0,0.02016,0.032666,0
-0.00011138,0.0050881,0,0.02064,0.032982,0
-0.00019473,0.0053191,0,0.02112,0.033299,0
-0.00028259,0.0055563,0,0.0216,0.033616,0
-0.00037496,0.0058,0,0.02208,0.033933,0
-0.00047187,0.0060501,0,0.02256,0.03425,0
-0.00057331,0.0063066,0,0.02304,0.034566,0
-0.00067931,0.0065697,0,0.02352,0.034883,0
-0.00078988,0.0068394,0,0.024,0.0352,0
-0.00090504,0.0071157,0,0.02448,0.035517,0
-0.0010248,0.0073987,0,0.02496,0.035834,0
-0.0011492,0.0076885,0,0.02544,0.03615,0
-0.0012782,0.007985,0,0.02592,0.036467,0
-0.0014118,0.0082884,0,0.0264,0.036784,0
-0.0015502,0.0085988,0,0.02688,0.037101,0
-0.0016932,0.0089161,0,0.02736,0.037418,0
-0.0018409,0.0092404,0,0.02784,0.037734,0
-0.0019934,0.0095718,0,0.02832,0.038051,0
-0.0021507,0.0099103,0,0.0288,0.038368,0
-0.0023128,0.010256,0,0.02928,0.038685,0
-0.0024797,0.010609,0,0.02976,0.039002,0
-0.0026515,0.010969,0,0.03024,0.039318,0
-0.0028282,0.011337,0,0.03072,0.039635,0
-0.0030098,0.011712,0,0.0312,0.039952,0
-0.0031964,0.012094,0,0.03168,0.040269,0
-0.0033879,0.012484,0,0.03216,0.040586,0
-0.0035845,0.012881,0,0.03264,0.040902,0
-0.0037861,0.013286,0,0.03312,0.041219,0
-0.0039928,0.013699,0,0.0336,0.041536,0
-0.0042046,0.014119,0,0.03408,0.041853,0
-0.0044216,0.014547,0,0.03456,0.04217,0
-0.0046437,0.014983,0,0.03504,0.042486,0
-0.004871,0.015426,0,0.03552,0.042803,0
-0.0051035,0.015878,0,0.036,0.04312,0
-0.0053411,0.016337,0,0.03648,0.043437,0
-0.005584,0.016804,0,0.03696,0.043754,0
-0.005832,0.017279,0,0.03744,0.04407,0
-0.0060852,0.017762,0,0.03792,0.044387,0
-0.0063434,0.018252,0,0.0384,0.044704,0
-0.0066067,0.018751,0,0.03888,0.045021,0
-0.006875,0.019258,0,0.03936,0.045338,0
-0.007148,0.019772,0,0.03984,0.045654,0
-0.0074258,0.020295,0,0.04032,0.045971,0
-0.007708,0.020825,0,0.0408,0.046288,0
-0.0079945,0.021363,0,0.04128,0.046605,0
-0.008285,0.021909,0,0.04176,0.046922,0
-0.0085792,0.022462,0,0.04224,0.047238,0
-0.0088766,0.023022,0,0.04272,0.047555,0
-0.009177,0.023588,0,0.0432,0.047872,0
-0.0094801,0.024162,0,0.04368,0.048189,0
-0.0097853,0.024741,0,0.04416,0.048506,0
-0.010093,0.025325,0,0.04464,0.048822,0
-0.010402,0.025915,0,0.04512,0.049139,0
-0.010713,0.026509,0,0.0456,0.049456,0
-0.011027,0.027107,0,0.04608,0.049773,0
-0.011343,0.027709,0,0.04656,0.05009,0
-0.011663,0.028314,0,0.04704,0.050406,0
-0.011986,0.028924,0,0.04752,0.050723,0
-0.012315,0.029538,0,0.048,0.05104,0
0,0,0,0,0.0198,0
4.1111e-05,5.3753e-05,0,0.00048,0.020114,0
8.19e-05,0.00010746,0,0.00096,0.020428,0
0.00012223,0.00016144,0,0.00144,0.020742,0
0.00016198,0.00021598,0,0.00192,0.021056,0
0.000201,0.00027139,0,0.0024,0.02137,0
0.00023915,0.00032796,0,0.00288,0.021684,0
0.00027628,0.00038597,0,0.00336,0.021998,0
0.00031226,0.00044568,0,0.00384,0.022312,0
0.00034693,0.00050738,0,0.00432,0.022626,0
0.00038014,0.00057131,0,0.0048,0.02294,0
0.00041174,0.00063773,0,0.00528,0.023254,0
0.00044158,0.00070688,0,0.00576,0.023568,0
0.0004695,0.00077899,0,0.00624,0.023882,0
0.00049535,0.00085429,0,0.00672,0.024196,0
0.00051897,0.00093299,0,0.0072,0.02451,0
0.00054023,0.0010153,0,0.00768,0.024824,0
0.00055895,0.0011014,0,0.00816,0.025138,0
0.000575,0.0011915,0,0.00864,0.025452,0
0.00058824,0.0012858,0,0.00912,0.025766,0
0.00059851,0.0013844,0,0.0096,0.02608,0
0.00060569,0.0014874,0,0.01008,0.026394,0
0.00060965,0.0015951,0,0.01056,0.026708,0
0.00061025,0.0017076,0,0.01104,0.027022,0
0.00060739,0.001825,0,0.01152,0.027336,0
0.00060095,0.0019473,0,0.012,0.02765,0
0.00059082,0.0020748,0,0.01248,0.027964,0
0.00057692,0.0022074,0,0.01296,0.028278,0
0.00055915,0.0023454,0,0.01344,0.028592,0
0.00053743,0.0024887,0,0.01392,0.028906,0
0.00051168,0.0026375,0,0.0144,0.02922,0
0.00048185,0.0027918,0,0.01488,0.029534,0
0.00044786,0.0029518,0,0.01536,0.029848,0
0.00040968,0.0031173,0,0.01584,0.030162,0
0.00036726,0.0032886,0,0.01632,0.030476,0
0.00032054,0.0034657,0,0.0168,0.03079,0
0.00026951,0.0036486,0,0.01728,0.031104,0
0.00021413,0.0038374,0,0.01776,0.031418,0
0.00015438,0.0040321,0,0.01824,0.031732,0
9.0239e-05,0.0042329,0,0.01872,0.032046,0
2.1683e-05,0.0044396,0,0.0192,0.03236,0
-5.13e-05,0.0046525,0,0.01968,0.032674,0
-0.00012872,0.0048715,0,0.02016,0.032988,0
-0.0002106,0.0050967,0,0.02064,0.033302,0
-0.00029693,0.0053281,0,0.02112,0.033616,0
-0.00038774,0.0055658,0,0.0216,0.03393,0
-0.00048303,0.0058099,0,0.02208,0.034244,0
-0.00058282,0.0060604,0,0.02256,0.034558,0
-0.0006871,0.0063173,0,0.02304,0.034872,0
-0.0007959,0.0065808,0,0.02352,0.035186,0
-0.00090922,0.0068508,0,0.024,0.0355,0
-0.0010271,0.0071275,0,0.02448,0.035814,0
-0.0011495,0.0074108,0,0.02496,0.036128,0
-0.0012765,0.0077008,0,0.02544,0.036442,0
-0.001408,0.0079977,0,0.02592,0.036756,0
-0.0015442,0.0083014,0,0.0264,0.03707,0
-0.001685,0.0086119,0,0.02688,0.037384,0
-0.0018304,0.0089295,0,0.02736,0.037698,0
-0.0019806,0.009254,0,0.02784,0.038012,0
-0.0021354,0.0095856,0,0.02832,0.038326,0
-0.0022949,0.0099243,0,0.0288,0.03864,0
-0.0024591,0.01027,0,0.02928,0.038954,0
-0.0026282,0.010623,0,0.02976,0.039268,0
-0.002802,0.010984,0,0.03024,0.039582,0
-0.0029807,0.011351,0,0.03072,0.039896,0
-0.0031642,0.011727,0,0.0312,0.04021,0
-0.0033526,0.012109,0,0.03168,0.040524,0
-0.0035459,0.012499,0,0.03216,0.040838,0
-0.0037442,0.012897,0,0.03264,0.041152,0
-0.0039475,0.013302,0,0.03312,0.041466,0
-0.0041558,0.013714,0,0.0336,0.04178,0
-0.0043691,0.014135,0,0.03408,0.042094,0
-0.0045874,0.014563,0,0.03456,0.042408,0
-0.0048108,0.014999,0,0.03504,0.042722,0
-0.0050393,0.015442,0,0.03552,0.043036,0
-0.0052729,0.015894,0,0.036,0.04335,0
-0.0055115,0.016353,0,0.03648,0.043664,0
-0.0057553,0.01682,0,0.03696,0.043978,0
-0.0060041,0.017295,0,0.03744,0.044292,0
-0.0062579,0.017778,0,0.03792,0.044606,0
-0.0065166,0.018269,0,0.0384,0.04492,0
-0.0067803,0.018768,0,0.03888,0.045234,0
-0.0070487,0.019275,0,0.03936,0.045548,0
-0.0073218,0.01979,0,0.03984,0.045862,0
-0.0075994,0.020312,0,0.04032,0.046176,0
-0.0078814,0.020843,0,0.0408,0.04649,0
-0.0081674,0.021381,0,0.04128,0.046804,0
-0.0084572,0.021926,0,0.04176,0.047118,0
-0.0087504,0.02248,0,0.04224,0.047432,0
-0.0090469,0.02304,0,0.04272,0.047746,0
-0.0093461,0.023607,0,0.0432,0.04806,0
-0.0096478,0.02418,0,0.04368,0.048374,0
-0.0099517,0.024759,0,0.04416,0.048688,0
-0.010258,0.025344,0,0.04464,0.049002,0
-0.010565,0.025934,0,0.04512,0.049316,0
-0.010875,0.026528,0,0.0456,0.04963,0
-0.011187,0.027127,0,0.04608,0.049944,0
-0.011502,0.02773,0,0.04656,0.050258,0
-0.011821,0.028337,0,0.04704,0.050572,0
-0.012143,0.028949,0,0.04752,0.050886,0
-0.012471,0.029565,0,0.048,0.0512,0
0,0,0,0,0.02024,0
4.0237e-05,5.2432e-05,0,0.00048,0.020551,0
8.0079e-05,0.00010493,0,0.00096,0.020862,0
0.00011939,0.00015781,0,0.00144,0.021174,0
0.00015804,0.00021137,0,0.00192,0.021485,0
0.00019588,0.0002659,0,0.0024,0.021796,0
0.00023277,0.0003217,0,0.00288,0.022107,0
0.00026857,0.00037904,0,0.00336,0.022418,0
0.00030312,0.0004382,0,0.00384,0.02273,0
0.00033628,0.00049944,0,0.00432,0.023041,0
0.0003679,0.00056302,0,0.0048,0.023352,0
0.00039782,0.00062918,0,0.00528,0.023663,0
0.00042589,0.00069818,0,0.00576,0.023974,0
0.00045195,0.00077023,0,0.00624,0.024286,0
0.00047586,0.00084555,0,0.00672,0.024597,0
0.00049745,0.00092437,0,0.0072,0.024908,0
0.00051658,0.0010069,0,0.00768,0.025219,0
0.0005331,0.0010933,0,0.00816,0.02553,0
0.00054686,0.0011837,0,0.00864,0.025842,0
0.00055772,0.0012784,0,0.00912,0.026153,0
0.00056554,0.0013775,0,0.0096,0.026464,0
0.00057019,0.0014811,0,0.01008,0.026775,0
0.00057154,0.0015894,0,0.01056,0.027086,0
0.00056946,0.0017025,0,0.01104,0.027398,0
0.00056386,0.0018205,0,0.01152,0.027709,0
0.00055461,0.0019435,0,0.012,0.02802,0
0.00054162,0.0020717,0,0.01248,0.028331,0
0.0005248,0.0022051,0,0.01296,0.028642,0
0.00050406,0.0023438,0,0.01344,0.028954,0
0.00047933,0.0024879,0,0.01392,0.029265,0
0.00045055,0.0026375,0,0.0144,0.029576,0
0.00041764,0.0027926,0,0.01488,0.029887,0
0.00038057,0.0029532,0,0.01536,0.030198,0
0.00033927,0.0031195,0,0.01584,0.03051,0
0.00029372,0.0032916,0,0.01632,0.030821,0
0.00024388,0.0034694,0,0.0168,0.031132,0
0.00018972,0.003653,0,0.01728,0.031443,0
0.00013122,0.0038424,0,0.01776,0.031754,0
6.8348e-05,0.0040378,0,0.01824,0.032066,0
1.0997e-06,0.0042391,0,0.01872,0.032377,0
-7.0542e-05,0.0044465,0,0.0192,0.032688,0
-0.00014659,0.0046599,0,0.01968,0.032999,0
-0.00022705,0.0048794,0,0.02016,0.03331,0
-0.00031193,0.0051051,0,0.02064,0.033622,0
-0.00040125,0.0053371,0,0.02112,0.033933,0
-0.000495,0.0055753,0,0.0216,0.034244,0
-0.00059319,0.0058198,0,0.02208,0.034555,0
-0.00069584,0.0060707,0,0.02256,0.034866,0
-0.00080295,0.006328,0,0.02304,0.035178,0
-0.00091452,0.0065918,0,0.02352,0.035489,0
-0.0010306,0.0068622,0,0.024,0.0358,0
-0.0011511,0.0071392,0,0.02448,0.036111,0
-0.0012762,0.0074228,0,0.02496,0.036422,0
-0.0014057,0.0077131,0,0.02544,0.036734,0
-0.0015399,0.0080102,0,0.02592,0.037045,0
-0.0016785,0.0083142,0,0.0264,0.037356,0
-0.0018217,0.008625,0,0.02688,0.037667,0
-0.0019695,0.0089427,0,0.02736,0.037978,0
-0.002122,0.0092675,0,0.02784,0.03829,0
-0.002279,0.0095993,0,0.02832,0.038601,0
-0.0024408,0.0099382,0,0.0288,0.038912,0
-0.0026072,0.010284,0,0.02928,0.039223,0
-0.0027783,0.010638,0,0.02976,0.039534,0
-0.0029541,0.010998,0,0.03024,0.039846,0
-0.0031348,0.011366,0,0.03072,0.040157,0
-0.0033202,0.011741,0,0.0312,0.040468,0
-0.0035104,0.012124,0,0.03168,0.040779,0
-0.0037055,0.012514,0,0.03216,0.04109,0
-0.0039055,0.012912,0,0.03264,0.041402,0
-0.0041103,0.013317,0,0.03312,0.041713,0
-0.0043201,0.01373,0,0.0336,0.042024,0
-0.0045348,0.01415,0,0.03408,0.042335,0
-0.0047545,0.014579,0,0.03456,0.042646,0
-0.0049792,0.015015,0,0.03504,0.042958,0
-0.0052088,0.015458,0,0.03552,0.043269,0
-0.0054435,0.01591,0,0.036,0.04358,0
-0.0056831,0.016369,0,0.03648,0.043891,0
-0.0059276,0.016837,0,0.03696,0.044202,0
-0.0061771,0.017312,0,0.03744,0.044514,0
-0.0064315,0.017795,0,0.03792,0.044825,0
-0.0066907,0.018286,0,0.0384,0.045136,0
-0.0069547,0.018785,0,0.03888,0.045447,0
-0.0072233,0.019292,0,0.03936,0.045758,0
-0.0074964,0.019807,0,0.03984,0.04607,0
-0.0077738,0.02033,0,0.04032,0.046381,0
-0.0080554,0.02086,0,0.0408,0.046692,0
-0.0083408,0.021398,0,0.04128,0.047003,0
-0.0086299,0.021944,0,0.04176,0.047314,0
-0.0089223,0.022497,0,0.04224,0.047626,0
-0.0092177,0.023058,0,0.04272,0.047937,0
-0.0095157,0.023625,0,0.0432,0.048248,0
-0.0098161,0.024198,0,0.04368,0.048559,0
-0.010119,0.024777,0,0.04416,0.04887,0
-0.010423,0.025363,0,0.04464,0.049182,0
-0.01073,0.025953,0,0.04512,0.049493,0
-0.011038,0.026548,0,0.0456,0.049804,0
-0.011349,0.027148,0,0.04608,0.050115,0
-0.011663,0.027752,0,0.04656,0.050426,0
-0.01198,0.02836,0,0.04704,0.050738,0
-0.012301,0.028974,0,0.04752,0.051049,0
-0.012628,0.029592,0,0.048,0.05136,0
0,0,0,0,0.02068,0
3.9289e-05,5.1081e-05,0,0.00048,0.020988,0
7.8111e-05,0.00010234,0,0.00096,0.021297,0
0.00011633,0.0001541,0,0.00144,0.021605,0
0.00015381,0.00020665,0,0.00192,0.021914,0
0.0001904,0.00026029,0,0.0024,0.022222,0
0.00022596,0.00031531,0,0.00288,0.02253,0
0.00026034,0.00037198,0,0.00336,0.022839,0
0.0002934,0.00043058,0,0.00384,0.023147,0
0.00032498,0.00049136,0,0.00432,0.023456,0
0.00035493,0.00055459,0,0.0048,0.023764,0
0.0003831,0.00062051,0,0.00528,0.024072,0
0.00040933,0.00068935,0,0.00576,0.024381,0
0.00043347,0.00076135,0,0.00624,0.024689,0
0.00045536,0.00083672,0,0.00672,0.024998,0
0.00047485,0.00091566,0,0.0072,0.025306,0
0.00049179,0.00099838,0,0.00768,0.025614,0
0.00050604,0.0010851,0,0.00816,0.025923,0
0.00051744,0.0011759,0,0.00864,0.026231,0
0.00052586,0.001271,0,0.00912,0.02654,0
0.00053116,0.0013706,0,0.0096,0.026848,0
0.00053322,0.0014747,0,0.01008,0.027156,0
0.0005319,0.0015836,0,0.01056,0.027465,0
0.00052709,0.0016973,0,0.01104,0.027773,0
0.00051868,0.001816,0,0.01152,0.028082,0
0.00050657,0.0019398,0,0.012,0.02839,0
0.00049066,0.0020687,0,0.01248,0.028698,0
0.00047088,0.0022029,0,0.01296,0.029007,0
0.00044713,0.0023423,0,0.01344,0.029315,0
0.00041935,0.0024872,0,0.01392,0.029624,0
0.00038749,0.0026375,0,0.0144,0.029932,0
0.00035148,0.0027933,0,0.01488,0.03024,0
0.00031128,0.0029548,0,0.01536,0.030549,0
0.00026684,0.0031218,0,0.01584,0.030857,0
0.00021814,0.0032946,0,0.01632,0.031166,0
0.00016515,0.003473,0,0.0168,0.031474,0
0.00010784,0.0036573,0,0.01728,0.031782,0
4.6196e-05,0.0038474,0,0.01776,0.032091,0
-1.98e-05,0.0040435,0,0.01824,0.032399,0
-9.0159e-05,0.0042454,0,0.01872,0.032708,0
-0.00016489,0.0044533,0,0.0192,0.033016,0
-0.000244,0.0046673,0,0.01968,0.033324,0
-0.0003275,0.0048874,0,0.02016,0.033633,0
-0.00041538,0.0051136,0,0.02064,0.033941,0
-0.00050767,0.005346,0,0.02112,0.03425,0
-0.00060435,0.0055846,0,0.0216,0.034558,0
-0.00070543,0.0058296,0,0.02208,0.034866,0
-0.00081093,0.0060809,0,0.02256,0.035175,0
-0.00092085,0.0063386,0,0.02304,0.035483,0
-0.0010352,0.0066028,0,0.02352,0.035792,0
-0.001154,0.0068735,0,0.024,0.0361,0
-0.0012772,0.0071508,0,0.02448,0.036408,0
-0.0014048,0.0074347,0,0.02496,0.036717,0
-0.001537,0.0077253,0,0.02544,0.037025,0
-0.0016736,0.0080227,0,0.02592,0.037334,0
-0.0018147,0.0083269,0,0.0264,0.037642,0
-0.0019603,0.0086379,0,0.02688,0.03795,0
-0.0021105,0.0089559,0,0.02736,0.038259,0
-0.0022652,0.0092809,0,0.02784,0.038567,0
-0.0024245,0.0096129,0,0.02832,0.038876,0
-0.0025884,0.009952,0,0.0288,0.039184,0
-0.0027569,0.010298,0,0.02928,0.039492,0
-0.0029301,0.010652,0,0.02976,0.039801,0
-0.0031079,0.011012,0,0.03024,0.040109,0
-0.0032905,0.01138,0,0.03072,0.040418,0
-0.0034777,0.011756,0,0.0312,0.040726,0
-0.0036697,0.012139,0,0.03168,0.041034,0
-0.0038665,0.012529,0,0.03216,0.041343,0
-0.0040681,0.012927,0,0.03264,0.041651,0
-0.0042745,0.013332,0,0.03312,0.04196,0
-0.0044858,0.013745,0,0.0336,0.042268,0
-0.0047019,0.014166,0,0.03408,0.042576,0
-0.0049229,0.014594,0,0.03456,0.042885,0
-0.0051488,0.01503,0,0.03504,0.043193,0
-0.0053796,0.015474,0,0.03552,0.043502,0
-0.0056152,0.015926,0,0.036,0.04381,0
-0.0058557,0.016386,0,0.03648,0.044118,0
-0.0061011,0.016853,0,0.03696,0.044427,0
-0.0063512,0.017328,0,0.03744,0.044735,0
-0.0066061,0.017812,0,0.03792,0.045044,0
-0.0068657,0.018303,0,0.0384,0.045352,0
-0.00713,0.018802,0,0.03888,0.04566,0
-0.0073987,0.019309,0,0.03936,0.045969,0
-0.0076717,0.019824,0,0.03984,0.046277,0
-0.0079489,0.020347,0,0.04032,0.046586,0
-0.0082301,0.020878,0,0.0408,0.046894,0
-0.008515,0.021416,0,0.04128,0.047202,0
-0.0088033,0.021962,0,0.04176,0.047511,0
-0.0090948,0.022515,0,0.04224,0.047819,0
-0.0093891,0.023075,0,0.04272,0.048128,0
-0.0096859,0.023642,0,0.0432,0.048436,0
-0.0099851,0.024216,0,0.04368,0.048744,0
-0.010286,0.024796,0,0.04416,0.049053,0
-0.010589,0.025381,0,0.04464,0.049361,0
-0.010894,0.025972,0,0.04512,0.04967,0
-0.011201,0.026567,0,0.0456,0.049978,0
-0.011511,0.027168,0,0.04608,0.050286,0
-0.011823,0.027773,0,0.04656,0.050595,0
-0.012139,0.028384,0,0.04704,0.050903,0
-0.01246,0.028999,0,0.04752,0.051212,0
-0.012785,0.029619,0,0.048,0.05152,0
0,0,0,0,0.02112,0
3.8266e-05,4.97e-05,0,0.00048,0.021426,0
7.5994e-05,9.9703e-05,0,0.00096,0.021731,0
0.00011304,0.00015032,0,0.00144,0.022037,0
0.00014928,0.00020185,0,0.00192,0.022342,0
0.00018454,0.00025458,0,0.0024,0.022648,0
0.0002187,0.00030881,0,0.00288,0.022954,0
0.0002516,0.0003648,0,0.00336,0.023259,0
0.00028309,0.00042283,0,0.00384,0.023565,0
0.00031302,0.00048316,0,0.00432,0.02387,0
0.00034123,0.00054604,0,0.0048,0.024176,0
0.00036758,0.00061172,0,0.00528,0.024482,0
0.0003919,0.00068042,0,0.00576,0.024787,0
0.00041404,0.00075237,0,0.00624,0.025093,0
0.00043384,0.00082779,0,0.00672,0.025398,0
0.00045117,0.00090688,0,0.0072,0.025704,0
0.00046585,0.00098983,0,0.00768,0.02601,0
0.00047776,0.0010768,0,0.00816,0.026315,0
0.00048674,0.001168,0,0.00864,0.026621,0
0.00049265,0.0012636,0,0.00912,0.026926,0
0.00049537,0.0013637,0,0.0096,0.027232,0
0.00049477,0.0014684,0,0.01008,0.027538,0
0.00049072,0.0015779,0,0.01056,0.027843,0
0.00048312,0.0016923,0,0.01104,0.028149,0
0.00047185,0.0018116,0,0.01152,0.028454,0
0.00045682,0.0019361,0,0.012,0.02876,0
0.00043795,0.0020658,0,0.01248,0.029066,0
0.00041514,0.0022007,0,0.01296,0.029371,0
0.00038834,0.0023409,0,0.01344,0.029677,0
0.00035747,0.0024865,0,0.01392,0.029982,0
0.00032249,0.0026376,0,0.0144,0.030288,0
0.00028333,0.0027942,0,0.01488,0.030594,0
0.00023997,0.0029564,0,0.01536,0.030899,0
0.00019237,0.0031242,0,0.01584,0.031205,0
0.0001405,0.0032976,0,0.01632,0.03151,0
8.4336e-05,0.0034768,0,0.0168,0.031816,0
2.3862e-05,0.0036618,0,0.01728,0.032122,0
-4.0937e-05,0.0038525,0,0.01776,0.032427,0
-0.00011007,0.0040492,0,0.01824,0.032733,0
-0.00018355,0.0042517,0,0.01872,0.033038,0
-0.00026137,0.0044602,0,0.0192,0.033344,0
-0.00034354,0.0046747,0,0.01968,0.03365,0
-0.00043007,0.0048953,0,0.02016,0.033955,0
